ID,Specialisation,Certification,CreativeSkill
58205,Public Relations,HubSpot Certified,Graphic Design
58209,Public Relations,Google Certified,Writing
58224,Digital Marketing,None,Video Production
58241,Content Creation,HubSpot Certified,Graphic Design
58243,Public Relations,Google Certified,Video Production
58258,Digital Marketing,None,Writing
58261,Content Creation,HubSpot Certified,Graphic Design
58263,Digital Marketing,Google Certified,Writing
58265,Public Relations,HubSpot Certified,Graphic Design
58266,Content Creation,HubSpot Certified,Video Production
58267,Digital Marketing,Google Certified,Writing
58269,Public Relations,None,Graphic Design
58274,Public Relations,Google Certified,Video Production
58278,Content Creation,HubSpot Certified,Writing
58284,Public Relations,Google Certified,Video Production
58285,Digital Marketing,None,Writing
58291,Content Creation,HubSpot Certified,Video Production
58296,Content Creation,Google Certified,Graphic Design
58298,Public Relations,Google Certified,Video Production
58308,Public Relations,Google Certified,Writing
58327,Public Relations,None,Graphic Design
58337,Public Relations,Google Certified,Writing
58340,Content Creation,Google Certified,Graphic Design
58341,Content Creation,HubSpot Certified,Video Production
58347,Public Relations,HubSpot Certified,Graphic Design
58363,Digital Marketing,HubSpot Certified,Writing
58370,Digital Marketing,Google Certified,Video Production
58371,Digital Marketing,Google Certified,Graphic Design
58378,Digital Marketing,Google Certified,Writing
58379,Content Creation,Google Certified,Graphic Design
58382,Public Relations,None,Graphic Design
58383,Content Creation,Google Certified,Writing
58388,Digital Marketing,HubSpot Certified,Video Production
58392,Content Creation,Google Certified,Graphic Design
58394,Digital Marketing,Google Certified,Video Production
58398,Public Relations,HubSpot Certified,Writing
58405,Public Relations,HubSpot Certified,Video Production
58407,Digital Marketing,None,Writing
58418,Digital Marketing,Google Certified,Video Production
58419,Public Relations,None,Graphic Design
58425,Digital Marketing,Google Certified,Graphic Design
58431,Digital Marketing,Google Certified,Writing
58432,Content Creation,None,Writing
58438,Content Creation,HubSpot Certified,Video Production
58439,Content Creation,Google Certified,Graphic Design
58445,Public Relations,Google Certified,Writing
58454,Digital Marketing,HubSpot Certified,Graphic Design
58456,Digital Marketing,Google Certified,Writing
58464,Content Creation,Google Certified,Video Production
58477,Public Relations,Google Certified,Graphic Design
58483,Public Relations,HubSpot Certified,Graphic Design
58485,Content Creation,Google Certified,Video Production
58487,Public Relations,None,Video Production
58503,Digital Marketing,HubSpot Certified,Video Production
58521,Content Creation,Google Certified,Video Production
58527,Public Relations,Google Certified,Video Production
58532,Public Relations,None,Graphic Design
58543,Public Relations,Google Certified,Video Production
58546,Public Relations,HubSpot Certified,Video Production
58550,Content Creation,Google Certified,Writing
58556,Digital Marketing,None,Writing
58557,Digital Marketing,None,Video Production
58572,Content Creation,Google Certified,Graphic Design
58580,Content Creation,Google Certified,Video Production
58581,Content Creation,Google Certified,Video Production
58584,Public Relations,HubSpot Certified,Graphic Design
58585,Content Creation,None,Writing
58587,Digital Marketing,HubSpot Certified,Writing
58600,Public Relations,HubSpot Certified,Video Production
58602,Public Relations,None,Video Production
58611,Content Creation,None,Graphic Design
58613,Digital Marketing,HubSpot Certified,Graphic Design
58629,Content Creation,HubSpot Certified,Graphic Design
58655,Digital Marketing,Google Certified,Graphic Design
58659,Content Creation,HubSpot Certified,Writing
58663,Public Relations,HubSpot Certified,Graphic Design
58666,Public Relations,None,Writing
58672,Public Relations,HubSpot Certified,Graphic Design
58674,Content Creation,Google Certified,Graphic Design
58676,Content Creation,HubSpot Certified,Video Production
58680,Digital Marketing,HubSpot Certified,Graphic Design
58693,Content Creation,HubSpot Certified,Graphic Design
58695,Digital Marketing,None,Writing
58698,Public Relations,Google Certified,Writing
58701,Digital Marketing,None,Video Production
58703,Content Creation,None,Graphic Design
58704,Digital Marketing,HubSpot Certified,Video Production
58709,Public Relations,Google Certified,Writing
58710,Public Relations,HubSpot Certified,Writing
58711,Content Creation,HubSpot Certified,Writing
58718,Content Creation,None,Graphic Design
58719,Content Creation,Google Certified,Video Production
58722,Public Relations,HubSpot Certified,Video Production
58724,Public Relations,None,Writing
58736,Public Relations,HubSpot Certified,Writing
58737,Public Relations,HubSpot Certified,Video Production
58746,Content Creation,HubSpot Certified,Video Production
58752,Digital Marketing,HubSpot Certified,Writing
58755,Public Relations,HubSpot Certified,Graphic Design
58756,Content Creation,None,Graphic Design
58761,Digital Marketing,None,Video Production
58762,Public Relations,Google Certified,Video Production
58764,Digital Marketing,None,Writing
58768,Public Relations,None,Video Production
58771,Content Creation,Google Certified,Video Production
58775,Content Creation,None,Writing
58777,Digital Marketing,HubSpot Certified,Video Production
58781,Public Relations,Google Certified,Video Production
58787,Public Relations,None,Writing
58799,Digital Marketing,None,Video Production
58808,Public Relations,None,Graphic Design
58810,Public Relations,HubSpot Certified,Graphic Design
58812,Content Creation,HubSpot Certified,Writing
58814,Public Relations,Google Certified,Writing
58815,Digital Marketing,HubSpot Certified,Writing
58822,Digital Marketing,HubSpot Certified,Video Production
58828,Content Creation,None,Graphic Design
58833,Digital Marketing,HubSpot Certified,Video Production
58834,Public Relations,Google Certified,Writing
58839,Digital Marketing,None,Writing
58842,Content Creation,None,Video Production
58846,Digital Marketing,Google Certified,Graphic Design
58853,Content Creation,HubSpot Certified,Graphic Design
58859,Public Relations,HubSpot Certified,Video Production
58861,Digital Marketing,HubSpot Certified,Video Production
58863,Digital Marketing,Google Certified,Video Production
58865,Public Relations,Google Certified,Writing
58870,Digital Marketing,Google Certified,Graphic Design
58875,Content Creation,Google Certified,Video Production
58881,Public Relations,HubSpot Certified,Writing
58885,Content Creation,None,Writing
58887,Digital Marketing,HubSpot Certified,Video Production
58891,Public Relations,None,Video Production
58893,Digital Marketing,Google Certified,Writing
58894,Digital Marketing,HubSpot Certified,Video Production
58895,Public Relations,HubSpot Certified,Video Production
58908,Content Creation,Google Certified,Video Production
58920,Public Relations,None,Video Production
58921,Digital Marketing,HubSpot Certified,Video Production
58929,Digital Marketing,None,Video Production
58930,Content Creation,HubSpot Certified,Graphic Design
58932,Public Relations,None,Video Production
58935,Content Creation,None,Video Production
58937,Content Creation,Google Certified,Graphic Design
58942,Content Creation,Google Certified,Video Production
58950,Content Creation,Google Certified,Writing
58955,Content Creation,None,Graphic Design
58956,Content Creation,HubSpot Certified,Writing
58957,Content Creation,None,Graphic Design
58966,Public Relations,Google Certified,Graphic Design
58967,Digital Marketing,HubSpot Certified,Video Production
58975,Digital Marketing,HubSpot Certified,Graphic Design
58980,Content Creation,Google Certified,Writing
58982,Content Creation,None,Video Production
58983,Public Relations,None,Writing
58988,Content Creation,Google Certified,Video Production
58991,Digital Marketing,None,Writing
58997,Content Creation,None,Graphic Design
58998,Digital Marketing,None,Graphic Design
59001,Public Relations,HubSpot Certified,Video Production
59005,Content Creation,Google Certified,Writing
59006,Digital Marketing,Google Certified,Graphic Design
59009,Digital Marketing,Google Certified,Video Production
59013,Public Relations,None,Graphic Design
59014,Digital Marketing,None,Writing
59017,Digital Marketing,HubSpot Certified,Video Production
59018,Content Creation,Google Certified,Writing
59027,Digital Marketing,Google Certified,Writing
59028,Digital Marketing,None,Writing
59041,Content Creation,HubSpot Certified,Video Production
59043,Digital Marketing,None,Graphic Design
59044,Content Creation,HubSpot Certified,Video Production
59052,Public Relations,HubSpot Certified,Writing
59059,Public Relations,None,Video Production
59060,Public Relations,Google Certified,Writing
59067,Content Creation,Google Certified,Writing
59075,Digital Marketing,HubSpot Certified,Graphic Design
59082,Content Creation,None,Video Production
59085,Digital Marketing,Google Certified,Graphic Design
59086,Digital Marketing,Google Certified,Writing
59087,Digital Marketing,Google Certified,Writing
59089,Public Relations,None,Writing
59093,Digital Marketing,Google Certified,Video Production
59094,Digital Marketing,None,Graphic Design
59098,Public Relations,Google Certified,Graphic Design
59100,Public Relations,HubSpot Certified,Graphic Design
59104,Public Relations,HubSpot Certified,Writing
59106,Content Creation,None,Graphic Design
59109,Digital Marketing,Google Certified,Graphic Design
59111,Public Relations,None,Graphic Design
59116,Content Creation,None,Graphic Design
59123,Digital Marketing,None,Graphic Design
59127,Content Creation,Google Certified,Writing
59131,Public Relations,Google Certified,Graphic Design
59145,Digital Marketing,None,Video Production
59147,Content Creation,HubSpot Certified,Video Production
59152,Digital Marketing,HubSpot Certified,Video Production
59153,Public Relations,HubSpot Certified,Video Production
59161,Content Creation,Google Certified,Video Production
59165,Digital Marketing,Google Certified,Graphic Design
59168,Public Relations,Google Certified,Video Production
59184,Public Relations,Google Certified,Writing
59189,Public Relations,HubSpot Certified,Graphic Design
59191,Content Creation,None,Video Production
59203,Public Relations,Google Certified,Graphic Design
59204,Digital Marketing,HubSpot Certified,Graphic Design
59206,Public Relations,None,Writing
59209,Public Relations,None,Video Production
59211,Digital Marketing,None,Writing
59214,Public Relations,Google Certified,Graphic Design
59217,Public Relations,HubSpot Certified,Writing
59224,Content Creation,None,Video Production
59227,Digital Marketing,Google Certified,Video Production
59228,Digital Marketing,Google Certified,Video Production
59230,Digital Marketing,HubSpot Certified,Graphic Design
59237,Digital Marketing,None,Writing
59238,Digital Marketing,HubSpot Certified,Graphic Design
59240,Public Relations,Google Certified,Writing
59248,Digital Marketing,HubSpot Certified,Graphic Design
59249,Public Relations,HubSpot Certified,Video Production
59250,Digital Marketing,None,Graphic Design
59255,Public Relations,HubSpot Certified,Graphic Design
59256,Public Relations,None,Writing
59257,Public Relations,Google Certified,Writing
59260,Content Creation,HubSpot Certified,Video Production
59265,Public Relations,None,Writing
59268,Content Creation,None,Graphic Design
